"AtcoCode","Sequence","GridType","Easting","Northing","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"270002700979",3,"U",542071,393621,"","",,"new"
"270002700979",4,"U",541140,393621,"","",,"new"
"270002700980",1,"U",528660,393592,"","",,"new"
"270002700980",2,"U",529178,393592,"","",,"new"
"270002700980",3,"U",529178,393024,"","",,"new"
"270002700980",4,"U",528660,393024,"","",,"new"
"270002700982",1,"U",544701,394549,"","",,"new"
"270002700982",2,"U",545699,394549,"","",,"new"
"270002700982",3,"U",545699,393019,"","",,"new"
"270002700982",4,"U",544701,393019,"","",,"new"
"270002700983",1,"U",547139,389303,"","",,"new"
"270002700983",2,"U",548173,389303,"","",,"new"
"270002700983",3,"U",548173,387921,"","",,"new"
"270002700983",4,"U",547139,387921,"","",,"new"
"270002700984",1,"U",546229,388376,"","",,"new"
"270002700984",2,"U",547462,388376,"","",,"new"
"270002700984",3,"U",547462,386788,"","",,"new"
"270002700984",4,"U",546229,386788,"","",,"new"
"270002700985",1,"U",523355,308987,"","",,"new"
"270002700985",2,"U",523355,311104,"","",,"new"
"270002700985",3,"U",524933,311104,"","",,"new"
"270002700985",4,"U",524933,308987,"","",,"new"
"270002700986",1,"U",492750,391250,"","",,"new"
"270002700986",2,"U",493623,391250,"","",,"new"
"270002700986",3,"U",493623,390609,"","",,"new"
"270002700986",4,"U",492750,390609,"","",,"new"
"270002700987",1,"U",494498,390522,"","",,"new"
"270002700987",2,"U",496048,390522,"","",,"new"
"270002700987",3,"U",496048,389322,"","",,"new"
"270002700987",4,"U",494498,389322,"","",,"new"
"270002700988",1,"U",493053,390250,"","",,"new"
"270002700988",2,"U",494234,390250,"","",,"new"
"270002700988",3,"U",494234,389609,"","",,"new"
"270002700988",4,"U",493053,389609,"","",,"new"
"270002700989",1,"U",494285,388370,"","",,"new"
"270002700989",2,"U",495139,388370,"","",,"new"
"270002700989",3,"U",495139,387766,"","",,"new"
"270002700989",4,"U",494285,387766,"","",,"new"
"270002700990",1,"U",494436,386019,"","",,"new"
"270002700990",2,"U",495599,386019,"","",,"new"
"270002700990",3,"U",495599,385617,"","",,"new"
"270002700990",4,"U",494436,385617,"","",,"new"
"270002700991",1,"U",494280,382789,"","",,"new"
"270002700991",2,"U",494280,383838,"","",,"new"
"270002700991",3,"U",495149,383838,"","",,"new"
"270002700991",4,"U",495149,382789,"","",,"new"
"270002700992",1,"U",490544,383206,"","",,"new"
"270002700992",2,"U",490983,383206,"","",,"new"
"270002700992",3,"U",490983,383040,"","",,"new"
"270002700992",4,"U",490544,383040,"","",,"new"
"270002700993",1,"U",489817,379486,"","",,"new"
"270002700993",2,"U",490122,379486,"","",,"new"
"270002700993",3,"U",490122,378893,"","",,"new"
"270002700993",4,"U",489817,378893,"","",,"new"
"270002700994",1,"U",484458,379334,"","",,"new"
"270002700994",2,"U",484458,379656,"","",,"new"
"270002700994",3,"U",484747,379656,"","",,"new"
"270002700994",4,"U",484747,379334,"","",,"new"
"270002700995",1,"U",492858,393734,"","",,"new"
"270002700995",2,"U",493375,393734,"","",,"new"
"270002700995",3,"U",493375,392776,"","",,"new"
"270002700995",4,"U",492858,392776,"","",,"new"
"270002700996",1,"U",493091,394613,"","",,"new"
"270002700996",2,"U",493763,394613,"","",,"new"
"270002700996",3,"U",493763,394201,"","",,"new"
"270002700996",4,"U",493091,394201,"","",,"new"
"270002700997",1,"U",493214,396503,"","",,"new"
"270002700997",2,"U",493658,396503,"","",,"new"
"270002700997",3,"U",493658,395715,"","",,"new"
"270002700997",4,"U",493214,395715,"","",,"new"
"270002701087",1,"U",548863,358684,"","",,"new"
"270002701087",2,"U",550073,358684,"","",,"new"
"270002701087",3,"U",550073,357500,"","",,"new"
"270002701087",4,"U",548863,357500,"","",,"new"
"270002701088",1,"U",487986,357975,"","",,"new"
"270002701088",2,"U",488420,357975,"","",,"new"
"270002701088",3,"U",488420,357379,"","",,"new"
"270002701088",4,"U",487986,357379,"","",,"new"
"270002701226",1,"U",505070,348071,"","",,"new"
"270002701226",2,"U",506384,349238,"","",,"new"
"270002701226",3,"U",506384,349238,"","",,"new"
"270002701226",4,"U",505070,348071,"","",,"new"
"270002701227",1,"U",508913,347121,"","",,"new"
"270002701227",2,"U",510106,347121,"","",,"new"
"270002701227",3,"U",510106,347920,"","",,"new"
"270002701227",4,"U",508913,347920,"","",,"new"
"270002701228",1,"U",511660,347890,"","2014-08-29T10:33:25",4,"rev"
"270002701228",2,"U",512720,347890,"","2014-08-29T10:33:25",4,"rev"
"270002701228",3,"U",512720,346790,"","2014-08-29T10:33:25",4,"rev"
"270002701228",4,"U",511660,346790,"","2014-08-29T10:33:25",4,"rev"
"270002701229",1,"U",513004,347365,"","",,"new"
"270002701229",2,"U",513845,347365,"","",,"new"
"270002701229",3,"U",513845,348071,"","",,"new"
"270002701229",4,"U",513004,348071,"","",,"new"
"270002701230",1,"U",513198,345861,"","",,"new"
"270002701230",2,"U",514038,345861,"","",,"new"
"270002701230",3,"U",514038,346567,"","",,"new"
"270002701230",4,"U",513198,346567,"","",,"new"
"270002701231",1,"U",511215,344820,"","",,"new"
"270002701231",2,"U",512055,344820,"","",,"new"
"270002701231",3,"U",512055,345525,"","",,"new"
"270002701231",4,"U",511215,345525,"","",,"new"
"270002701232",1,"U",509484,344618,"","",,"new"
"270002701232",2,"U",510358,344618,"","",,"new"
"270002701232",3,"U",510358,346374,"","",,"new"
"270002701232",4,"U",509484,346374,"","",,"new"
"270002701233",1,"U",513156,343173,"","",,"new"
"270002701233",2,"U",515298,343173,"","",,"new"
"270002701233",3,"U",515298,344879,"","",,"new"
"270002701233",4,"U",513156,344879,"","",,"new"
"270002701234",1,"U",514542,342451,"","",,"new"
"270002701234",2,"U",515348,342451,"","",,"new"
"270002701234",3,"U",515348,343266,"","",,"new"
"270002701234",4,"U",514542,343266,"","",,"new"
"270002701235",1,"U",514155,341392,"","",,"new"
"270002701235",2,"U",514962,341392,"","",,"new"
"270002701235",3,"U",514962,342207,"","",,"new"
"270002701235",4,"U",514155,342207,"","",,"new"
"270002701236",1,"U",513433,340182,"","",,"new"
"270002701236",2,"U",514441,340182,"","",,"new"
"270002701236",3,"U",514441,341115,"","",,"new"
"270002701236",4,"U",513433,341115,"","",,"new"
"270002701237",1,"U",511366,341879,"","",,"new"
"270002701237",2,"U",512383,341879,"","",,"new"
"270002701237",3,"U",512383,342560,"","",,"new"
"270002701237",4,"U",511366,342560,"","",,"new"
"270002701238",1,"U",509375,340804,"","",,"new"
"270002701238",2,"U",509904,340804,"","",,"new"
"270002701238",3,"U",509904,341300,"","",,"new"
"270002701238",4,"U",509375,341300,"","",,"new"
"270002701239",1,"U",509148,340292,"","",,"new"
"270002701239",2,"U",509677,340292,"","",,"new"
"270002701239",3,"U",509677,340787,"","",,"new"
"270002701239",4,"U",509148,340787,"","",,"new"
"270002701240",1,"U",508821,337864,"","",,"new"
"270002701240",2,"U",509694,337864,"","",,"new"
"270002701240",3,"U",509694,338351,"","",,"new"
"270002701240",4,"U",508821,338351,"","",,"new"
"270002701241",1,"U",512509,337132,"","",,"new"
"270002701241",2,"U",513702,337132,"","",,"new"
"270002701241",3,"U",513702,338275,"","",,"new"
"270002701241",4,"U",512509,338275,"","",,"new"
"270002701242",1,"U",511274,334722,"","",,"new"
"270002701242",2,"U",512467,334722,"","",,"new"
"270002701242",3,"U",512467,335864,"","",,"new"
"270002701242",4,"U",511274,335864,"","",,"new"
"270002701243",1,"U",510938,333604,"","",,"new"
"270002701243",2,"U",512358,333604,"","",,"new"
"270002701243",3,"U",512358,334704,"","",,"new"
"270002701243",4,"U",510938,334704,"","",,"new"
"270002701244",1,"U",518499,343306,"","",,"new"
"270002701244",2,"U",521313,343306,"","",,"new"
"270002701244",3,"U",521313,344870,"","",,"new"
"270002701244",4,"U",518499,344870,"","",,"new"
"270002701245",1,"U",516551,348915,"","",,"new"
"270002701245",2,"U",518272,348915,"","",,"new"
"270002701245",3,"U",518272,350155,"","",,"new"
"270002701245",4,"U",516551,350155,"","",,"new"
"270002701246",1,"U",514792,351876,"","",,"new"
"270002701246",2,"U",515608,351876,"","",,"new"
"270002701246",3,"U",515608,353101,"","",,"new"
"270002701246",4,"U",514792,353101,"","",,"new"
"270002701247",1,"U",511019,350019,"","",,"new"
"270002701247",2,"U",511904,350019,"","",,"new"
"270002701247",3,"U",511904,350942,"","",,"new"
"270002701247",4,"U",511019,350942,"","",,"new"
"270002701248",1,"U",506741,350291,"","",,"new"
"270002701248",2,"U",510231,350291,"","",,"new"
"270002701248",3,"U",510231,351672,"","",,"new"
"270002701248",4,"U",506741,351672,"","",,"new"
"270002701249",1,"U",507373,352304,"","",,"new"
"270002701249",2,"U",509162,352304,"","",,"new"
"270002701249",3,"U",509162,353441,"","",,"new"
"270002701249",4,"U",507373,353441,"","",,"new"
"270002701250",1,"U",505972,353305,"","",,"new"
"270002701250",2,"U",507295,353305,"","",,"new"
"270002701250",3,"U",507295,354355,"","",,"new"
"270002701250",4,"U",505972,354355,"","",,"new"
"270002701251",1,"U",507557,354550,"","",,"new"
"270002701251",2,"U",508880,354550,"","",,"new"
"270002701251",3,"U",508880,355600,"","",,"new"
"270002701251",4,"U",507557,355600,"","",,"new"
"270002701252",1,"U",504660,354676,"","",,"new"
"270002701252",2,"U",505865,354676,"","",,"new"
"270002701252",3,"U",505865,355687,"","",,"new"
"270002701252",4,"U",504660,355687,"","",,"new"
"270002701253",1,"U",507693,356125,"","",,"new"
"270002701253",2,"U",508880,356125,"","",,"new"
"270002701253",3,"U",508880,357194,"","",,"new"
"270002701253",4,"U",507693,357194,"","",,"new"
"270002701254",1,"U",507975,357544,"","",,"new"
"270002701254",2,"U",509055,357544,"","",,"new"
"270002701254",3,"U",509055,358177,"","",,"new"
"270002701254",4,"U",507975,358177,"","",,"new"
"270002701255",1,"U",500994,351710,"","",,"new"
"270002701255",2,"U",501577,351710,"","",,"new"
"270002701255",3,"U",501577,352371,"","",,"new"
"270002701255",4,"U",500994,352371,"","",,"new"
"270002701256",1,"U",499584,349182,"","",,"new"
"270002701256",2,"U",501995,349182,"","",,"new"
"270002701256",3,"U",501995,350330,"","",,"new"
"270002701256",4,"U",499584,350330,"","",,"new"
"270002701257",1,"U",502372,349565,"","",,"new"
"270002701257",2,"U",503904,349565,"","",,"new"
"270002701257",3,"U",503904,350429,"","",,"new"
"270002701257",4,"U",502372,350429,"","",,"new"
"270002701258",1,"U",498655,348950,"","",,"new"
"270002701258",2,"U",499232,348950,"","",,"new"
"270002701258",3,"U",499232,349748,"","",,"new"
"270002701258",4,"U",498655,349748,"","",,"new"
"270002701259",1,"U",494665,351410,"","",,"new"
"270002701259",2,"U",495659,351410,"","",,"new"
"270002701259",3,"U",495659,352915,"","",,"new"
"270002701259",4,"U",494665,352915,"","",,"new"
"270002701260",1,"U",494286,349502,"","",,"new"
"270002701260",2,"U",495281,349502,"","",,"new"
"270002701260",3,"U",495281,351007,"","",,"new"
"270002701260",4,"U",494286,351007,"","",,"new"
"270002701261",1,"U",493310,347724,"","",,"new"
"270002701261",2,"U",494335,347724,"","",,"new"
"270002701261",3,"U",494335,348964,"","",,"new"
"270002701261",4,"U",493310,348964,"","",,"new"
"270002701262",1,"U",493495,347467,"","",,"new"
"270002701262",2,"U",494339,347467,"","",,"new"
"270002701262",3,"U",494339,347721,"","",,"new"
"270002701262",4,"U",493495,347721,"","",,"new"
"270002701263",1,"U",494629,345799,"","",,"new"
"270002701263",2,"U",495272,345799,"","",,"new"
"270002701263",3,"U",495272,346826,"","",,"new"
"270002701263",4,"U",494629,346826,"","",,"new"
"270002701264",1,"U",494425,344602,"","",,"new"
"270002701264",2,"U",495543,344602,"","",,"new"
"270002701264",3,"U",495543,345568,"","",,"new"
"270002701264",4,"U",494425,345568,"","",,"new"
"270002701265",1,"U",495989,343231,"","",,"new"
"270002701265",2,"U",496920,343231,"","",,"new"
"270002701265",3,"U",496920,344061,"","",,"new"
"270002701265",4,"U",495989,344061,"","",,"new"
"270002701266",1,"U",496734,343626,"","",,"new"
"270002701266",2,"U",497485,343626,"","",,"new"
"270002701266",3,"U",497485,344935,"","",,"new"
"270002701266",4,"U",496734,344935,"","",,"new"
"270002701267",1,"U",498077,343270,"","",,"new"
"270002701267",2,"U",498845,343270,"","",,"new"
"270002701267",3,"U",498845,344738,"","",,"new"
"270002701267",4,"U",498077,344738,"","",,"new"
"270002701268",1,"U",499906,342683,"","",,"new"
"270002701268",2,"U",500905,342683,"","",,"new"
"270002701268",3,"U",500905,343524,"","",,"new"
"270002701268",4,"U",499906,343524,"","",,"new"
"270002701269",1,"U",501994,345048,"","",,"new"
"270002701269",2,"U",503225,345048,"","",,"new"
"270002701269",3,"U",503225,346301,"","",,"new"
"270002701269",4,"U",501994,346301,"","",,"new"
"270002701270",1,"U",501927,346302,"","",,"new"
"270002701270",2,"U",502495,346302,"","",,"new"
"270002701270",3,"U",502495,346836,"","",,"new"
"270002701270",4,"U",501927,346836,"","",,"new"
"270002701271",1,"U",504787,342581,"","",,"new"
"270002701271",2,"U",505911,342581,"","",,"new"
"270002701271",3,"U",505911,343134,"","",,"new"
"270002701271",4,"U",504787,343134,"","",,"new"
"270002701272",1,"U",504480,340458,"","",,"new"
"270002701272",2,"U",505630,340458,"","",,"new"
"270002701272",3,"U",505630,341225,"","",,"new"
"270002701272",4,"U",504480,341225,"","",,"new"
"270002701273",1,"U",501776,339675,"","",,"new"
"270002701273",2,"U",502637,339675,"","",,"new"
"270002701273",3,"U",502637,340450,"","",,"new"
"270002701273",4,"U",501776,340450,"","",,"new"
"270002701274",1,"U",500683,339267,"","",,"new"
"270002701274",2,"U",501240,339267,"","",,"new"
"270002701274",3,"U",501240,339728,"","",,"new"
"270002701274",4,"U",500683,339728,"","",,"new"
"270002701275",1,"U",500036,338738,"","",,"new"
"270002701275",2,"U",500662,338738,"","",,"new"
"270002701275",3,"U",500662,339486,"","",,"new"
"270002701275",4,"U",500036,339486,"","",,"new"
"270002701276",1,"U",500834,338629,"","",,"new"
"270002701276",2,"U",501486,338629,"","",,"new"
"270002701276",3,"U",501486,338951,"","",,"new"
"270002701276",4,"U",500834,338951,"","",,"new"
"270002701277",1,"U",483581,378580,"","",,"new"
"270002701277",2,"U",483927,378580,"","",,"new"
"270002701277",3,"U",483927,379087,"","",,"new"
"270002701277",4,"U",483581,379087,"","",,"new"
"270002701278",1,"U",483527,377546,"","",,"new"
"270002701278",2,"U",484603,377546,"","",,"new"
"270002701278",3,"U",484603,378370,"","",,"new"
"270002701278",4,"U",483527,378370,"","",,"new"
"270002701279",1,"U",504061,338613,"","",,"new"
"270002701279",2,"U",504867,338613,"","",,"new"
"270002701279",3,"U",504867,339082,"","",,"new"
"270002701279",4,"U",504061,339082,"","",,"new"
"270002701280",1,"U",504034,337402,"","",,"new"
"270002701280",2,"U",504508,337402,"","",,"new"
"270002701280",3,"U",504508,337830,"","",,"new"
"270002701280",4,"U",504034,337830,"","",,"new"
"270002701281",1,"U",504329,335981,"","",,"new"
"270002701281",2,"U",505166,335981,"","",,"new"
"270002701281",3,"U",505166,336379,"","",,"new"
"270002701281",4,"U",504329,336379,"","",,"new"
"270002701282",1,"U",502923,335868,"","",,"new"
"270002701282",2,"U",503131,335868,"","",,"new"
"270002701282",3,"U",503131,336095,"","",,"new"
"270002701282",4,"U",502923,336095,"","",,"new"
"270002701283",1,"U",501334,335192,"","",,"new"
"270002701283",2,"U",501835,335192,"","",,"new"
"270002701283",3,"U",501835,335516,"","",,"new"
"270002701283",4,"U",501334,335516,"","",,"new"
"270002701284",1,"U",503843,333337,"","",,"new"
"270002701284",2,"U",504622,333337,"","",,"new"
"270002701284",3,"U",504622,333910,"","",,"new"
"270002701284",4,"U",503843,333910,"","",,"new"
"270002701285",1,"U",505792,334796,"","",,"new"
"270002701285",2,"U",506386,334796,"","",,"new"
"270002701285",3,"U",506386,335258,"","",,"new"
"270002701285",4,"U",505792,335258,"","",,"new"
"270002701286",1,"U",506518,333176,"","",,"new"
"270002701286",2,"U",507764,333176,"","",,"new"
"270002701286",3,"U",507764,333831,"","",,"new"
"270002701286",4,"U",506518,333831,"","",,"new"
"270002701287",1,"U",508572,335715,"","",,"new"
"270002701287",2,"U",509343,335715,"","",,"new"
"270002701287",3,"U",509343,336482,"","",,"new"
"270002701287",4,"U",508572,336482,"","",,"new"
"270002701288",1,"U",506507,337900,"","",,"new"
"270002701288",2,"U",507381,337900,"","",,"new"
"270002701288",3,"U",507381,338535,"","",,"new"
"270002701288",4,"U",506507,338535,"","",,"new"
"270002701289",1,"U",506391,339426,"","",,"new"
"270002701289",2,"U",507018,339426,"","",,"new"
"270002701289",3,"U",507018,340238,"","",,"new"
"270002701289",4,"U",506391,340238,"","",,"new"
"270002701290",1,"U",500293,341281,"","",,"new"
"270002701290",2,"U",500601,341281,"","",,"new"
"270002701290",3,"U",500601,341541,"","",,"new"
"270002701290",4,"U",500293,341541,"","",,"new"
"270002701340",1,"U",495869,353138,"","",,"new"
"270002701340",2,"U",497258,353138,"","",,"new"
"270002701340",3,"U",497258,354755,"","",,"new"
"270002701340",4,"U",495869,354755,"","",,"new"
"270002701341",1,"U",497921,355945,"","",,"new"
"270002701341",2,"U",499040,355945,"","",,"new"
"270002701341",3,"U",499040,357140,"","",,"new"
"270002701341",4,"U",497921,357140,"","",,"new"
"270002701342",1,"U",498236,357206,"","",,"new"
"270002701342",2,"U",499512,357206,"","",,"new"
"270002701342",3,"U",499512,358388,"","",,"new"
"270002701342",4,"U",498236,358388,"","",,"new"
"270002701343",1,"U",498093,358604,"","",,"new"
"270002701343",2,"U",499153,358604,"","",,"new"
"270002701343",3,"U",499153,359764,"","",,"new"
"270002701343",4,"U",498093,359764,"","",,"new"
"270002701344",1,"U",496924,360205,"","",,"new"
"270002701344",2,"U",498346,360205,"","",,"new"
"270002701344",3,"U",498346,361339,"","",,"new"
"270002701344",4,"U",496924,361339,"","",,"new"
"270002701345",1,"U",490675,359308,"","",,"new"
"270002701345",2,"U",491829,359308,"","",,"new"
"270002701345",3,"U",491829,360631,"","",,"new"
"270002701345",4,"U",490675,360631,"","",,"new"
"270002701346",1,"U",490251,357697,"","",,"new"
"270002701346",2,"U",491136,357697,"","",,"new"
"270002701346",3,"U",491136,358392,"","",,"new"
"270002701346",4,"U",490251,358392,"","",,"new"
"270002701347",1,"U",488333,358912,"","",,"new"
"270002701347",2,"U",489247,358912,"","",,"new"
"270002701347",3,"U",489247,359422,"","",,"new"
"270002701347",4,"U",488333,359422,"","",,"new"
"270002701348",1,"U",491146,353561,"","",,"new"
"270002701348",2,"U",492474,353561,"","",,"new"
"270002701348",3,"U",492474,355186,"","",,"new"
"270002701348",4,"U",491146,355186,"","",,"new"
"270002701349",1,"U",486938,353542,"","",,"new"
"270002701349",2,"U",488565,353542,"","",,"new"
"270002701349",3,"U",488565,354303,"","",,"new"
"270002701349",4,"U",486938,354303,"","",,"new"
"270002701350",1,"U",491041,351997,"","",,"new"
"270002701350",2,"U",491605,351997,"","",,"new"
"270002701350",3,"U",491605,352528,"","",,"new"
"270002701350",4,"U",491041,352528,"","",,"new"
"270002701351",1,"U",487480,352063,"","",,"new"
"270002701351",2,"U",488448,352063,"","",,"new"
"270002701351",3,"U",488448,352607,"","",,"new"
"270002701351",4,"U",487480,352607,"","",,"new"
"270002701352",1,"U",487719,350527,"","",,"new"
"270002701352",2,"U",488224,350527,"","",,"new"
"270002701352",3,"U",488224,351073,"","",,"new"
"270002701352",4,"U",487719,351073,"","",,"new"
"270002701353",1,"U",486846,348581,"","",,"new"
"270002701353",2,"U",487645,348581,"","",,"new"
"270002701353",3,"U",487645,349096,"","",,"new"
"270002701353",4,"U",486846,349096,"","",,"new"
"270002701354",1,"U",484190,348563,"","",,"new"
"270002701354",2,"U",485895,348563,"","",,"new"
"270002701354",3,"U",485895,349370,"","",,"new"
"270002701354",4,"U",484190,349370,"","",,"new"
"270002701355",1,"U",484692,346368,"","",,"new"
"270002701355",2,"U",485553,346368,"","",,"new"
"270002701355",3,"U",485553,346940,"","",,"new"
"270002701355",4,"U",484692,346940,"","",,"new"
"270002701356",1,"U",482843,343699,"","",,"new"
"270002701356",2,"U",484532,343699,"","",,"new"
"270002701356",3,"U",484532,345626,"","",,"new"
"270002701356",4,"U",482843,345626,"","",,"new"
"270002701357",1,"U",484738,344127,"","",,"new"
"270002701357",2,"U",485438,344127,"","",,"new"
"270002701357",3,"U",485438,345066,"","",,"new"
"270002701357",4,"U",484738,345066,"","",,"new"
"270002701358",1,"U",485504,342134,"","",,"new"
"270002701358",2,"U",486459,342134,"","",,"new"
"270002701358",3,"U",486459,343518,"","",,"new"
"270002701358",4,"U",485504,343518,"","",,"new"
"270002701359",1,"U",488716,343090,"","",,"new"
"270002701359",2,"U",489548,343090,"","",,"new"
"270002701359",3,"U",489548,343963,"","",,"new"
"270002701359",4,"U",488716,343963,"","",,"new"
"270002701360",1,"U",488353,344103,"","",,"new"
"270002701360",2,"U",489408,344103,"","",,"new"
"270002701360",3,"U",489408,344844,"","",,"new"
"270002701360",4,"U",488353,344844,"","",,"new"
"270002701361",1,"U",491055,345074,"","",,"new"
"270002701361",2,"U",491763,345074,"","",,"new"
"270002701361",3,"U",491763,345503,"","",,"new"
"270002701361",4,"U",491055,345503,"","",,"new"
"270002701362",1,"U",492019,345947,"","",,"new"
"270002701362",2,"U",492859,345947,"","",,"new"
"270002701362",3,"U",492859,346771,"","",,"new"
"270002701362",4,"U",492019,346771,"","",,"new"
"270002701363",1,"U",490025,347875,"","",,"new"
"270002701363",2,"U",490635,347875,"","",,"new"
"270002701363",3,"U",490635,348501,"","",,"new"
"270002701363",4,"U",490025,348501,"","",,"new"
"270002701364",1,"U",494012,342826,"","",,"new"
"270002701364",2,"U",494761,342826,"","",,"new"
"270002701364",3,"U",494761,343444,"","",,"new"
"270002701364",4,"U",494012,343444,"","",,"new"
"270002701365",1,"U",492603,341286,"","",,"new"
"270002701365",2,"U",493501,341286,"","",,"new"
"270002701365",3,"U",493501,342307,"","",,"new"
"270002701365",4,"U",492603,342307,"","",,"new"
"270002701366",1,"U",492521,340479,"","",,"new"
"270002701366",2,"U",493196,340479,"","",,"new"
"270002701366",3,"U",493196,341154,"","",,"new"
"270002701366",4,"U",492521,341154,"","",,"new"
"270002701367",1,"U",491933,339287,"","",,"new"
"270002701367",2,"U",493241,339287,"","",,"new"
"270002701367",3,"U",493241,340302,"","",,"new"
"270002701367",4,"U",491933,340302,"","",,"new"
"270002701368",1,"U",510774,331502,"","",,"new"
"270002701368",2,"U",512122,331502,"","",,"new"
"270002701368",3,"U",512122,332160,"","",,"new"
"270002701368",4,"U",510774,332160,"","",,"new"
"270002701369",1,"U",507576,331514,"","",,"new"
"270002701369",2,"U",508318,331514,"","",,"new"
"270002701369",3,"U",508318,332273,"","",,"new"
"270002701369",4,"U",507576,332273,"","",,"new"
"270002701370",1,"U",507808,330062,"","",,"new"
"270002701370",2,"U",508987,330062,"","",,"new"
"270002701370",3,"U",508987,330608,"","",,"new"
"270002701370",4,"U",507808,330608,"","",,"new"
"270002701371",1,"U",509056,329772,"","",,"new"
"270002701371",2,"U",509056,329431,"","",,"new"
"270002701371",3,"U",510165,329431,"","",,"new"
"270002701371",4,"U",510165,329772,"","",,"new"
"270002701372",1,"U",510814,328872,"","",,"new"
"270002701372",2,"U",511655,328872,"","",,"new"
"270002701372",3,"U",511655,329812,"","",,"new"
"270002701372",4,"U",510814,329812,"","",,"new"
"270002701373",1,"U",508992,327511,"","",,"new"
"270002701373",2,"U",510643,327511,"","",,"new"
"270002701373",3,"U",510643,328451,"","",,"new"
"270002701373",4,"U",508992,328451,"","",,"new"
"270002701374",1,"U",510202,326525,"","",,"new"
"270002701374",2,"U",511077,326525,"","",,"new"
"270002701374",3,"U",511077,327314,"","",,"new"
"270002701374",4,"U",510202,327314,"","",,"new"
"270002701375",1,"U",510084,325124,"","",,"new"
"270002701375",2,"U",510978,325124,"","",,"new"
"270002701375",3,"U",510978,325624,"","",,"new"
"270002701375",4,"U",510084,325624,"","",,"new"
"270002701376",1,"U",509178,323645,"","",,"new"
"270002701376",2,"U",510621,323645,"","",,"new"
"270002701376",3,"U",510621,324512,"","",,"new"
"270002701376",4,"U",509178,324512,"","",,"new"
"270002701377",1,"U",508143,323705,"","",,"new"
"270002701377",2,"U",509191,323705,"","",,"new"
"270002701377",3,"U",509191,324334,"","",,"new"
"270002701377",4,"U",508143,324334,"","",,"new"
"270002701378",1,"U",507533,324743,"","",,"new"
"270002701378",2,"U",508295,324743,"","",,"new"
"270002701378",3,"U",508295,325282,"","",,"new"
"270002701378",4,"U",507533,325282,"","",,"new"
"270002701379",1,"U",507046,326919,"","",,"new"
"270002701379",2,"U",507750,326919,"","",,"new"
"270002701379",3,"U",507750,327826,"","",,"new"
"270002701379",4,"U",507046,327826,"","",,"new"
"270002701380",1,"U",504593,325854,"","",,"new"
"270002701380",2,"U",505501,325854,"","",,"new"
"270002701380",3,"U",505501,326367,"","",,"new"
"270002701380",4,"U",504593,326367,"","",,"new"
"270002701381",1,"U",504291,327320,"","",,"new"
"270002701381",2,"U",504830,327320,"","",,"new"
"270002701381",3,"U",504830,327649,"","",,"new"
"270002701381",4,"U",504291,327649,"","",,"new"
"270002701382",1,"U",502101,326434,"","",,"new"
"270002701382",2,"U",502671,326434,"","",,"new"
"270002701382",3,"U",502671,326996,"","",,"new"
"270002701382",4,"U",502101,326996,"","",,"new"
"270002701383",1,"U",503535,328395,"","",,"new"
"270002701383",2,"U",504180,328395,"","",,"new"
"270002701383",3,"U",504180,328745,"","",,"new"
"270002701383",4,"U",503535,328745,"","",,"new"
"270002701384",1,"U",499462,324294,"","",,"new"
"270002701384",2,"U",500374,324294,"","",,"new"
"270002701384",3,"U",500374,325531,"","",,"new"
"270002701384",4,"U",499462,325531,"","",,"new"
"270002701385",1,"U",498385,322308,"","",,"new"
"270002701385",2,"U",499474,322308,"","",,"new"
"270002701385",3,"U",499474,323110,"","",,"new"
"270002701385",4,"U",498385,323110,"","",,"new"
"270002701386",1,"U",501262,322152,"","",,"new"
"270002701386",2,"U",502195,322152,"","",,"new"
"270002701386",3,"U",502195,322765,"","",,"new"
"270002701386",4,"U",501262,322765,"","",,"new"
"270002701387",1,"U",504348,322407,"","",,"new"
"270002701387",2,"U",505105,322407,"","",,"new"
"270002701387",3,"U",505105,323233,"","",,"new"
"270002701387",4,"U",504348,323233,"","",,"new"
"270002701388",1,"U",505717,323570,"","",,"new"
"270002701388",2,"U",506103,323570,"","",,"new"
"270002701388",3,"U",506103,324174,"","",,"new"
"270002701388",4,"U",505717,324174,"","",,"new"
"270002701389",1,"U",505576,321176,"","",,"new"
"270002701389",2,"U",506658,321176,"","",,"new"
"270002701389",3,"U",506658,322188,"","",,"new"
"270002701389",4,"U",505576,322188,"","",,"new"
"270002701390",1,"U",508845,321962,"","",,"new"
"270002701390",2,"U",509364,321962,"","",,"new"
"270002701390",3,"U",509364,322309,"","",,"new"
"270002701390",4,"U",508845,322309,"","",,"new"
"270002701391",1,"U",510007,321809,"","",,"new"
"270002701391",2,"U",511130,321809,"","",,"new"
"270002701391",3,"U",511130,322710,"","",,"new"
"270002701391",4,"U",510007,322710,"","",,"new"
"270002701392",1,"U",516540,322060,"","",,"new"
"270002701392",2,"U",517511,322060,"","",,"new"
"270002701392",3,"U",517511,322514,"","",,"new"
"270002701392",4,"U",516540,322514,"","",,"new"
"270002701393",1,"U",515138,320230,"","",,"new"
"270002701393",2,"U",516157,320230,"","",,"new"
"270002701393",3,"U",516157,321199,"","",,"new"
"270002701393",4,"U",515138,321199,"","",,"new"
"270002701394",1,"U",515187,318061,"","",,"new"
